ID,車名,支払総額,車両価格,諸費用,色,年式,走行距離,地域,車検,ミッション,駆動方式,整備ノート,排気量,法定整備,動力,修復歴,ワンオーナー,未使用車,禁煙車,外装,内装,機関,修理歴,カーナビ,ETC,スマートキー,盗難防止システム,アイドリングストップ,100V電源,USB入力端子,Bluetooth接続,音楽プレイヤー接続可,CDデッキ,DVDデッキ,テレビ,パワーステアリング,パワーウィンドウ,寒冷地仕様,本革シート,ハーフレザーシート,パワーシート,ベンチシート,フルフラット,シートエアコン,シートヒーター,ローダウン,電動リアゲート,サンルーフ,ディスチャージドランプ,LEDヘッドランプ,アルミホイール,エアロパーツ,エアバッグ,ドライブレコーダー,バックモニターカメラ,全周囲カメラ,フロントカメラ,サイドカメラ,横滑り防止装置,衝突安全ボディ,衝突被害軽減システム,ABS,クルーズコントロール,アダプティブクルーズコントロール,クリアランスソナー,オートライト,レーンアシスト,パークアシスト,自動駐車システム
649,プリウス Ｓセーフティプラス,181.9,169.9,12,ホワイトパールクリスタルシャイン,2018,8,兵庫県,2025/04,AT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0
650,プリウス Ｓ,108.7,98,10.7,ホワイトパールクリスタルシャイン,2015,6.4,大阪府,2026/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
651,プリウス Ｓ,113.9,102.4,11.5,ボルドーマイカメタリック,2015,5.9,兵庫県,2026/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
652,プリウス Ｓツーリングセレクション,120.4,109.2,11.2,エモーショナルレッド,2016,10.2,兵庫県,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
653,プリウス Ｓセーフティプラス,199.9,192.4,7.5,ホワイトパールクリスタルシャイン,2018,5.5,兵庫県,2026/02,AT,2WD,1,1800cc,1,ガソリン,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0
654,プリウス Ｓ,59.9,58.6,1.3,パール,2014,13.2,兵庫県,2025/09,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
655,プリウス Ａツーリングセレクション,197.1,184.9,12.2,スーパーホワイトＩＩ,2016,2.9,滋賀県,2025/07,AT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
656,プリウス Ａ,165.3,155,10.3,パールマイカ,2016,5.4,京都府,2025/05,CVT,4WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
657,プリウス ＳセーフティプラスＩＩ,225.2,207.9,17.3,パールマイカ,2022,3,大阪府,車検整備付,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0
658,プリウス Ｓ,146.9,134.9,12,ホワイトパールクリスタルシャイン,2016,7.4,奈良県,2025/02,AT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
659,プリウス Ａツーリングセレクション,178.5,168.7,9.8,アティチュードブラックマイカ,2016,5.4,和歌山県,2025/09,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
660,プリウス Ｓツーリングセレクション,194.8,187.6,7.2,ブラック,2017,6,大阪府,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0
661,プリウス Ｓ,171,159.1,11.9,ホワイトパールクリスタルシャイン,2016,5.2,奈良県,2025/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,3,正常,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
662,プリウス Ｇ,107.9,94.8,13.1,シルバーメタリック,2012,2.9,大阪府,2025/11,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,3,正常,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
663,プリウス Ｓ,89.8,79.7,10.1,ホワイトパールクリスタルシャイン,2012,4.6,和歌山県,2025/08,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0
664,プリウス Ａプレミアム,189.5,175,14.5,パール,2016,5.1,京都府,2025/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0
665,プリウス Ｓツーリングセレクション・ブラックエディション,247.7,233.3,14.4,プレシャスブラックパール,2021,1,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0
666,プリウス Ｓ,142.4,129.9,12.5,ホワイトパールクリスタルシャイン,2015,4.1,奈良県,2026/02,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
667,プリウス Ｓ,98,88,10,ホワイトパールクリスタルシャイン,2015,5.7,大阪府,2026/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
668,プリウス Ａプレミアム,264.8,257.8,7,アティチュードブラックマイカ,2019,6.6,和歌山県,2024/12,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
669,プリウス Ｓ,54.9,44.9,10,ワインＭ,2014,15.1,大阪府,2024/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
670,プリウス ＳセーフティプラスＩＩ,240.4,225.1,15.3,プラチナホワイトパールマイカ,2021,1.3,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
671,プリウス Ａツーリングセレクション,139.8,134.3,5.5,レッド,2016,6.6,京都府,2025/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
672,プリウス Ｓツーリングセレクション,70,49,21,パール,2014,13.1,京都府,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
673,プリウス Ｓツーリングセレクション,87.8,79.2,8.6,ホワイトパールクリスタルシャイン,2014,8.7,和歌山県,2025/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
674,プリウス Ａツーリングセレクション,243.2,229,14.2,アカ,2021,0.4,大阪府,車検整備付,AT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
675,プリウス Ｓ,132.7,121.2,11.5,シルバーＭ,2016,6.6,大阪府,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
676,プリウス Ｓ,141.6,133.1,8.5,グレーメタリック,2016,6.9,奈良県,2025/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0
677,プリウス Ｌ,89.8,82.4,7.4,ホワイトパールクリスタルシャイン,2014,7.9,京都府,2025/05,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
678,プリウス クルーズコントロール・障害物センサー・衝突軽減ブレーキ・スマートキー・オートハイビーム・エアコン・ワ,122.6,109.8,12.8,シルバー,2019,3,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,1,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0
679,プリウス Ｌ,55.8,44.8,11,ホワイト,2012,6.8,大阪府,2025/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,1,4,正常,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
680,プリウス Ｓツーリングセレクション,99.8,89.8,10,ブラック,2015,6.3,兵庫県,2026/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
681,プリウス Ａツーリングセレクション,117.5,109,8.5,エモーショナルレッド,2016,10.8,大阪府,2025/05,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0
682,プリウス Ｓ,77.5,66.8,10.7,ブラック,2014,8.8,大阪府,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,4,正常,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
683,プリウス Ｓ,48.8,46.8,2,ブラック,2014,18.1,兵庫県,2024/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
684,プリウス Ｓツーリングセレクション,175,168,7,ダークブルーマイカメタリック,2016,5,大阪府,2024/08,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0
685,プリウス Ｓ,69.8,62.7,7.1,ホワイトパールクリスタルシャイン,2014,9.7,大阪府,2025/08,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
686,プリウス Ｓツーリングセレクション,133.1,122.7,10.4,エモーショナルレッド,2016,9.1,和歌山県,2025/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
687,プリウス Ｓツーリングセレクション,239,226.6,12.4,エモーショナルレッド２,2021,2.3,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
688,プリウス Ａ,231.9,220,11.9,アティチュードブラックマイカ,2021,1.7,滋賀県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
689,プリウス Ｓツーリングセレクション,161.9,149.9,12,ホワイトパールクリスタルシャイン,2016,8.5,滋賀県,2025/04,AT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0
690,プリウス Ｓセーフティプラス,199,189,10,パールホワイト２,2018,7,大阪府,2025/09,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
691,プリウス Ｓ,84.9,72.8,12.1,スーパーホワイトＩＩ,2015,9.8,大阪府,2024/08,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
692,プリウス Ｇツーリングセレクション,85,73.7,11.3,フロスティグリーンマイカ,2014,10.4,兵庫県,2025/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
693,プリウス Ｓツーリングセレクション,261.4,248,13.4,プラチナホワイトパールマイカ,2021,1.8,滋賀県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
694,プリウス Ｓツーリングセレクション,192.1,179.9,12.2,アティチュードブラックマイカ,2016,6.2,和歌山県,2025/07,CVT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0
695,プリウス Ａ,210.1,196,14.1,シルバーＭ,2021,3.6,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
696,プリウス Ｓ,109.9,99.8,10.1,アティチュードブラックマイカ,2016,14.2,京都府,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
697,プリウス Ｓツーリングセレクション,247.6,233.9,13.7,プラチナホワイトパールマイカ,2022,2.1,滋賀県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,5,正常,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
698,プリウス Ｓ,79.8,69.8,10,ホワイトパールクリスタルシャイン,2014,10.1,滋賀県,2025/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
699,プリウス Ａツーリングセレクション,200.8,193.5,7.3,アティチュードブラックマイカ：２１８,2016,3.9,大阪府,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
700,プリウス Ｓ,99.8,89.8,10,ホワイトパールクリスタルシャイン,2015,6.6,兵庫県,2025/06,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
701,プリウス Ｓツーリングセレクション,244.4,228,16.4,プラチナホワイトパールマイカ,2021,2.3,兵庫県,車検整備付,AT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
702,プリウス Ａツーリングセレクション,262.6,244.9,17.7,ホワイトパールマイカ,2022,2.1,大阪府,車検整備付,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0
703,プリウス Ｓ,96.6,84.9,11.7,ブラック,2015,10.7,京都府,2024/11,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
704,プリウス Ｓ,223.9,210.4,13.5,スーパーホワイトＩＩ,2021,4,奈良県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
705,プリウス Ｇ,105.3,95,10.3,パールマイカ,2014,7,京都府,2025/07,AT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
706,プリウス Ｓ,99.8,89.9,9.9,ブラック,2014,7,京都府,2025/09,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
707,プリウス Ｌ,86.6,74.9,11.7,シルバーメタリック,2015,10,京都府,2024/10,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
708,プリウス Ｓツーリングセレクション,140.5,132,8.5,ホワイトパールクリスタルシャイン,2016,8.2,奈良県,2025/11,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0
709,プリウス Ｓ,81.6,69.9,11.7,レッドマイカメタリック,2014,10.2,奈良県,2024/09,AT,2WD,1,1800cc,1,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
710,プリウス Ｓ,141.9,129.9,12,ホワイトパールクリスタルシャイン,2016,8.4,兵庫県,2025/02,AT,2WD,1,1800cc,1,ガソリン,0,1,0,0,4,4,正常,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
711,プリウス Ａプレミアム,175.9,162,13.9,ブラック,2017,11.3,大阪府,2026/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
712,プリウス Ｓツーリングセレクション,149,138,11,ブルー,2016,8.6,大阪府,2024/06,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
713,プリウス Ａツーリングセレクション,139,128,11,エモーショナルレッド,2016,8.2,大阪府,2025/09,CVT,2WD,1,1800cc,0,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0
714,プリウス ＳセーフティプラスＩＩ,206.2,194.7,11.5,プラチナホワイトパールマイカ,2021,3.6,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,4,正常,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
715,プリウス Ｓ,71.4,59.8,11.6,ホワイト,2012,6,大阪府,2025/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,4,正常,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
716,プリウス Ｓ,64.5,52.8,11.7,パール,2011,4.6,大阪府,2024/07,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
717,プリウス Ｓ,59,49,10,シルバー,2012,9,滋賀県,2024/11,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,4,正常,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
718,プリウス Ａツーリングセレクション,158.5,144.8,13.7,パール,2016,7.9,兵庫県,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0
719,プリウス Ａツーリングセレクション,264.7,249,15.7,アティチュードブラックマイカ,2021,1.5,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
